Date,Daily flow,IO,WCO,station_no,station_name,lon,lat,Natural flow,Minimum flow,Calculated flow,Q80,Q90,Q95,Industrial IO,Non-industrial IO,Q90_1,IFN
2025-07-11,,8.5,10.936874999999919,05AA024,Oldman River near Brocket - WSC,-113.8227,49.55781,24.304166666666486,,,,,,,,,
2025-07-11,,20.0,40.20718750000024,05AD007,Oldman River near Lethbridge - WSC,-112.8629,49.70942,89.34930555555609,,,,,,,,,
2025-07-11,,2.74673411953978,,05AE006,St. Mary River near Lethbridge - WSC,-112.8467,49.57346,22.891666666666573,,,,,,,,,
2025-07-11,,20.0,41.26156249999991,05AG006,Oldman River near the Mouth - WSC,-111.8,49.91889,91.69236111111091,,,,,,,,,
2025-07-11,,42.4752698897904,127.13968749999823,05AJ001,South Saskatchewan River at Medicine Hat - WSC,-110.6775,50.04209,282.53263888888495,,,,,,,,,
2025-07-11,,11.4,82.6062500000001,05BM004,Bow River below Bassano Dam - WSC,-112.5423,50.75018,183.56944444444466,,,,,,,,,
2025-07-11,,11.4,82.6062500000001,05BN012,Bow River near the Mouth - WSC,-111.5909,50.04728,186.80347222222312,,,,,,,,,
2025-07-11,,,20.019374999999926,05CC002,Red Deer River at Red Deer - WSC,-113.8231,52.27053,44.487499999999834,,,,,,,,,
2025-07-11,,,21.44062499999969,05CD004,Red Deer River near Nevis - EPA,-113.0667,52.3,47.64583333333265,,,,,,4.25,8.5,,
2025-07-11,,,20.419687500000002,05CE001,Red Deer River at Drumheller - WSC,-112.7115,51.46727,45.37708333333334,,,,,,4.25,8.5,,
2025-07-11,,,21.815312500000278,05CK004,Red Deer River near Bindloss - WSC,-110.2995,50.90269,48.47847222222284,,,,,,4.25,8.5,,
